idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
28,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"Google BigQuery, Amazon Athena, S3, PostgreSQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
29,Feminino,Amarela,Não,FALSE,,Mestrado,Outra opção,de 3 a 4 anos,,,,
21,Masculino,Parda,Não,TRUE,Paraná (PR),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,"Databricks, S3, MongoDB, PostgreSQL, MySQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
30,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"SAP HANA, Google BigQuery, SQL SERVER",Google Cloud (GCP),Analista de BI/BI Analyst
24,Masculino,Branca,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,PostgreSQL,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
32,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQL SERVER, HANA",Azure (Microsoft),Analista de BI/BI Analyst
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,,,,
29,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"DB2, MySQL, SQL SERVER",Não sei opinar,Analista de BI/BI Analyst
43,Feminino,Amarela,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,SQL SERVER,Amazon Web Services (AWS),Analista de BI/BI Analyst
21,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Databricks, Firebase, SAS Libs",Azure (Microsoft),Analista de Dados/Data Analyst
31,Feminino,Parda,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,,,,,
26,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Outras Engenharias,de 1 a 2 anos,Python,"S3, PostgreSQL, Google BigQuery, Hive, Amazon Redshift",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
21,Masculino,Branca,Não,TRUE,Paraná (PR),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Feminino,Parda,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Outra opção,Não tenho experiência na área de dados,Python,MySQL,Google Cloud (GCP),Outra Opção
33,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outra opção,Mais de 10 anos,Python,Nenhum,Azure (Microsoft),Analista de BI/BI Analyst
30,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,"Databricks, Amazon Athena, Hive",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
38,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,PostgreSQL,Google Cloud (GCP),Analista de Suporte/Analista Técnico
34,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,SAP,Azure (Microsoft),Outra Opção
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,R,Amazon Athena,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
31,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,"SQLite, MySQL",Azure (Microsoft),Outras Engenharias (não inclui dev)
42,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"Google BigQuery, SQL SERVER, PostgreSQL",Não sei opinar,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
26,Feminino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,Python,SAP HANA,Azure (Microsoft),Outras Engenharias (não inclui dev)
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,,,,
27,Masculino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,Não tenho experiência na área de dados,Python,Não uso,Amazon Web Services (AWS),Analista de Negócios/Business Analyst
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,PostgreSQL,Google Cloud (GCP),Analista de Dados/Data Analyst
24,Feminino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,Snowflake,Google Cloud (GCP),Analista de Dados/Data Analyst
31,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Outra Opção
24,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
42,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,,,,
31,Feminino,Parda,Não,TRUE,Distrito Federal (DF),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,,,,
27,Masculino,Branca,Não,TRUE,Alagoas (AL),Estudante de Graduação,Química / Física,Menos de 1 ano,Python,"SQL SERVER, Databricks",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,de 7 a 10 anos,,,,
50,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
37,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,,,,
36,Masculino,Preta,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Outra opção,de 7 a 10 anos,,,,
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 3 a 4 anos,Python,"SQL SERVER, Oracle",Não sei opinar,Cientista de Dados/Data Scientist
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Oracle,Amazon Web Services (AWS),Analista de BI/BI Analyst
49,Feminino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de Dados/Data Analyst
28,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Masculino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,Oracle,Amazon Web Services (AWS),Outra Opção
32,Masculino,Branca,Não,TRUE,Goiás (GO),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,PostgreSQL,Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 4 a 6 anos,,,,
27,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Amazon Athena,Google Cloud (GCP),Analista de Dados/Data Analyst
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,"Sybase, S3, Hive, Oracle, SQL SERVER",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
35,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 7 a 10 anos,xlsx,Microsoft Access,Azure (Microsoft),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
25,Masculino,Branca,Não,TRUE,Paraná (PR),Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 1 a 2 anos,R,"MongoDB, PostgreSQL, Amazon Redshift",Amazon Web Services (AWS),Analista de Dados/Data Analyst
25,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"S3, Amazon Redshift, Amazon Athena, Presto",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,"Microsoft Access, SQL SERVER",Azure (Microsoft),Analista de Negócios/Business Analyst
29,Masculino,Branca,Não,TRUE,Pernambuco (PE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"MongoDB, S3, Redis, Cassandra, Elaticsearch, MariaDB",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
36,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 4 a 6 anos,Python,"MySQL, S3, Hive, DynamoDB, SQL SERVER, PostgreSQL, Amazon Aurora ou RDS",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
34,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"SQLite, Microsoft Access, PostgreSQL",Google Cloud (GCP),Analista de BI/BI Analyst
25,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,R,"Microsoft Access, Hive, SQL SERVER",Azure (Microsoft),Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 3 a 4 anos,Python,"SQL SERVER, SQLite, Databricks",Não sei opinar,Cientista de Dados/Data Scientist
30,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQL SERVER, S3, MySQL, MongoDB, SQLite, DB2, Google BigQuery, PostgreSQL, Oracle, Firebird",Amazon Web Services (AWS),Analista de BI/BI Analyst
32,Feminino,Branca,Não,TRUE,Pernambuco (PE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
23,Masculino,Parda,Não,TRUE,Ceará (CE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,R,SQL SERVER,Azure (Microsoft),Analista de Dados/Data Analyst
37,Masculino,Parda,Não,FALSE,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Databricks, PostgreSQL, MySQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"MySQL, SQL SERVER, Firebird",Azure (Microsoft),Analista de Suporte/Analista Técnico
29,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,Python,Google Sheets,Amazon Web Services (AWS),Analista de BI/BI Analyst
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Menos de 1 ano,Python,Google BigQuery,Amazon Web Services (AWS),Analista de Dados/Data Analyst
38,Masculino,Parda,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"SQL SERVER, Firebase, Google BigQuery, Amazon Redshift, Amazon Aurora ou RDS, Splunk",Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
27,Masculino,Branca,Não,TRUE,Goiás (GO),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,Nenhum,Google Cloud (GCP),Economista
28,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, Databricks, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
29,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 1 a 2 anos,,,Amazon Web Services (AWS),Analista de Inteligência de Mercado/Market Intelligence
30,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 3 a 4 anos,,,,
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,SQL SERVER,Azure (Microsoft),Analista de BI/BI Analyst
28,Masculino,Parda,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,de 4 a 6 anos,Python,"HBase, SQL SERVER, Hive",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
23,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outras Engenharias,Menos de 1 ano,Python,"DynamoDB, Amazon Aurora ou RDS, S3, Amazon Athena",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"Snowflake, Databricks, S3, SQL SERVER",Amazon Web Services (AWS),Analista de Dados/Data Analyst
41,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,,,,
30,Feminino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Amazon Aurora ou RDS, MySQL, SQL SERVER, PostgreSQL, Cassandra, Hive",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
35,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outra opção,Não tenho experiência na área de dados,Python,SAP HANA,Azure (Microsoft),Outra Opção
29,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,"Google BigQuery, S3, Hive, Presto",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
45,Masculino,Branca,Não,TRUE,Alagoas (AL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,,,,
23,Masculino,Branca,Não,TRUE,Bahia (BA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,,,,
52,Masculino,Branca,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Menos de 1 ano,,,,
45,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,Python,Oracle,Azure (Microsoft),Outra Opção
42,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Não tenho graduação formal,,de 4 a 6 anos,R,Amazon Athena,Google Cloud (GCP),Outra Opção
45,Masculino,Branca,Não,FALSE,,Doutorado ou Phd,Química / Física,,,,,
37,Masculino,Branca,Não,TRUE,Pernambuco (PE),Mestrado,Outras Engenharias,de 3 a 4 anos,Python,Google BigQuery,Não sei opinar,Cientista de Dados/Data Scientist
36,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Mais de 10 anos,,,,
23,Masculino,Branca,Não,TRUE,Maranhão (MA),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
24,Feminino,Parda,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"DynamoDB, SQLite, S3, MySQL, MongoDB, PostgreSQL",Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Química / Física,de 1 a 2 anos,Python,"Google BigQuery, DB2",Google Cloud (GCP),Cientista de Dados/Data Scientist
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Amazon Athena, DynamoDB, Oracle, MongoDB, Amazon Redshift, Elaticsearch, Amazon Aurora ou RDS, S3, PostgreSQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
35,Masculino,Parda,Não,TRUE,Alagoas (AL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,SQL SERVER,Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 4 a 6 anos,,,,
23,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,Não tenho experiência na área de dados,Python,Google sheets,Amazon Web Services (AWS),Outra Opção
39,Feminino,Preta,Não,TRUE,Minas Gerais (MG),Não tenho graduação formal,,Não tenho experiência na área de dados,Python,Oracle,Google Cloud (GCP),Outra Opção
24,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"S3, Oracle, Databricks, Google BigQuery",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
36,Masculino,Parda,Não,TRUE,Paraíba (PB),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, MongoDB, SQL SERVER, SQLite, PostgreSQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
34,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
19,Feminino,Branca,Não,TRUE,Paraná (PR),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Microsoft Access, SQLite, SQL SERVER, MySQL",Azure (Microsoft),Analista de Suporte/Analista Técnico
40,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"SQL SERVER, MongoDB, HBase, Cassandra, Google BigQuery, SQLite, Amazon Athena, Amazon Aurora ou RDS, Amazon Redshift, Hive, DB2, DynamoDB, Databricks, PostgreSQL, MySQL, S3, Oracle, MariaDB, Microsoft Access",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
24,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,R,"Google BigQuery, SQL SERVER",Azure (Microsoft),Analista de Inteligência de Mercado/Market Intelligence
29,Feminino,Branca,Não,FALSE,,Pós-graduação,Outras Engenharias,,,,,
35,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"PostgreSQL, Amazon Redshift, Amazon Athena, MongoDB, MySQL, Amazon Aurora ou RDS, S3, Presto",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Masculino,Branca,Não,TRUE,Goiás (GO),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"MySQL, Google BigQuery, Snowflake, MongoDB, Neo4J, Elaticsearch, S3, Presto, PostgreSQL",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,Hive,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
33,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Machine Learning/ML Engineer
37,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outra opção,Mais de 10 anos,,,,
32,Feminino,Parda,Não,TRUE,Alagoas (AL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,,,,
28,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,Databricks,Google Cloud (GCP),Analytics Engineer
42,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Databricks, MongoDB, S3, SQL SERVER",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
22,Masculino,Preta,Prefiro não informar,TRUE,Paraíba (PB),Estudante de Graduação,Outras Engenharias,de 1 a 2 anos,Python,MySQL,Azure (Microsoft),Analista de BI/BI Analyst
46,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
41,Masculino,Parda,Sim,TRUE,Ceará (CE),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,Oracle,Amazon Web Services (AWS),Analista de Dados/Data Analyst
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,,,,
27,Masculino,Branca,Não,TRUE,Rio Grande do Norte (RN),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"PostgreSQL, Splunk, S3",Não sei opinar,Cientista de Dados/Data Scientist
24,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Microsoft Access, MySQL, SQL SERVER, PostgreSQL",Não sei opinar,Analista de BI/BI Analyst
30,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outra opção,Não tenho experiência na área de dados,Python,Presto,Google Cloud (GCP),Outra Opção
34,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Outras Engenharias,de 7 a 10 anos,Python,SAP HANA,Amazon Web Services (AWS),Analista de Suporte/Analista Técnico
31,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
26,Feminino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,"Databricks, Google BigQuery",Google Cloud (GCP),Cientista de Dados/Data Scientist
37,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,Oracle,Amazon Web Services (AWS),Analista de Negócios/Business Analyst
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,,,,
49,Masculino,Branca,Não,TRUE,Pernambuco (PE),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"MySQL, Hive, Databricks, Snowflake, Amazon Redshift, Amazon Aurora ou RDS",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
20,Masculino,Branca,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
20,Masculino,Branca,Não,TRUE,Paraíba (PB),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
35,Masculino,Branca,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Outra opção,,,,,
26,Masculino,Preta,Não,TRUE,Ceará (CE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Amazon Athena, SQL SERVER",Azure (Microsoft),Analista de Dados/Data Analyst
22,Masculino,Parda,Não,TRUE,Pará (PA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,SQLite,Amazon Web Services (AWS),Outra Opção
53,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,SQL SERVER,Amazon Web Services (AWS),Analista de Inteligência de Mercado/Market Intelligence
