idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
28,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"S3, Google BigQuery, DynamoDB, SQL SERVER, Amazon Redshift",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQLite, SQL SERVER",Azure (Microsoft),Analista de BI/BI Analyst
41,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,SAP HANA,Azure (Microsoft),Analista de BI/BI Analyst
46,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,,,,
43,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,,,,,
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Presto, Redis, PostgreSQL, MySQL, Amazon Athena, Amazon Redshift, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
24,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"PostgreSQL, SQL SERVER, Amazon Redshift, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
44,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
27,Masculino,Parda,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, Presto, Oracle",Não sei opinar,Analista de BI/BI Analyst
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"Amazon Redshift, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
32,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Outras Engenharias,de 1 a 2 anos,Python,"SQL SERVER, MySQL",Não sei opinar,Cientista de Dados/Data Scientist
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
38,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"PostgreSQL, Google BigQuery, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
42,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"PostgreSQL, Google BigQuery, MariaDB, MySQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,,,,
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Athena, SQL SERVER",Amazon Web Services (AWS),Analista de BI/BI Analyst
28,Masculino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Google BigQuery, HBase, Hive, SAP HANA",Google Cloud (GCP),Cientista de Dados/Data Scientist
26,Masculino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"PostgreSQL, SQL SERVER, Oracle, MySQL",Azure (Microsoft),Analista de Dados/Data Analyst
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,Microsoft Access,Google Cloud (GCP),Outras Engenharias (não inclui dev)
33,Masculino,Preta,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Outras Engenharias,Não tenho experiência na área de dados,Python,Microsoft Access,Não sei opinar,Outra Opção
26,Masculino,Parda,Não,TRUE,Espírito Santo (ES),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Hive, SAS",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
24,Masculino,Preta,Não,TRUE,Mato Grosso (MT),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, Google BigQuery, MongoDB",Azure (Microsoft),Analista de Dados/Data Analyst
25,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,R,SQL SERVER,Azure (Microsoft),Analista de Dados/Data Analyst
26,Feminino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Sql,Google BigQuery,Google Cloud (GCP),Analista de BI/BI Analyst
26,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,Go,"Databricks, S3, Amazon Aurora ou RDS",Amazon Web Services (AWS),Analytics Engineer
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Databricks, S3, Amazon Athena",Amazon Web Services (AWS),Analista de Dados/Data Analyst
32,Masculino,Branca,Não,TRUE,Ceará (CE),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
44,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,SQL SERVER,Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
33,Masculino,Amarela,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,R,PostgreSQL,Não sei opinar,Cientista de Dados/Data Scientist
30,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Databricks, Redis, Cosmos DB",Azure (Microsoft),Cientista de Dados/Data Scientist
42,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,Hive,Google Cloud (GCP),Outra Opção
40,Masculino,Branca,Não,FALSE,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"PostgreSQL, MongoDB, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
36,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Google BigQuery, PostgreSQL, Hive",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
48,Masculino,Branca,Não,TRUE,Goiás (GO),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Hive, PostgreSQL, Oracle, MySQL",Google Cloud (GCP),Analista de Suporte/Analista Técnico
28,Masculino,Preta,Não,TRUE,Distrito Federal (DF),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, HBase, S3, MongoDB, Hive",Google Cloud (GCP),Cientista de Dados/Data Scientist
36,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"MongoDB, S3, PostgreSQL, Oracle, Elaticsearch",Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
23,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,PostgreSQL,Amazon Web Services (AWS),Analista de Dados/Data Analyst
34,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"S3, SQL SERVER, MongoDB",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
40,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
27,Feminino,Branca,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Outras Engenharias,,,,,
30,Masculino,Branca,Não,FALSE,,Mestrado,Outras Engenharias,de 4 a 6 anos,Python,"PostgreSQL, Amazon Redshift",Google Cloud (GCP),Cientista de Dados/Data Scientist
50,Masculino,Parda,Não,TRUE,Bahia (BA),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,Microsoft Access,Azure (Microsoft),Outra Opção
34,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,R,"Amazon Redshift, Hive, Amazon Athena",Não sei opinar,Cientista de Dados/Data Scientist
28,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outra opção,Menos de 1 ano,Python,"Oracle, MongoDB, MySQL",Azure (Microsoft),Analista de Dados/Data Analyst
35,Feminino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,R,Google BigQuery,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
19,Masculino,Preta,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQL SERVER, PostgreSQL, MySQL, Google BigQuery",Google Cloud (GCP),Cientista de Dados/Data Scientist
20,Masculino,Branca,Não,TRUE,Ceará (CE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
36,Masculino,Parda,Não,TRUE,Ceará (CE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,.CSV,Amazon Web Services (AWS),Outra Opção
,Masculino,Parda,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,,,,
39,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Mais de 10 anos,,,,
31,Masculino,Branca,Não,TRUE,Ceará (CE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Elixir,"MySQL, MongoDB, Google BigQuery, Redis, Elaticsearch, PostgreSQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
27,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,Python,Hive,Amazon Web Services (AWS),Analista de BI/BI Analyst
37,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Mais de 10 anos,,,,
30,Masculino,Prefiro não informar,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,,,,
,Masculino,Branca,Não,TRUE,Alagoas (AL),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
21,Feminino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
50,Feminino,Branca,Não,TRUE,Bahia (BA),Pós-graduação,Outra opção,de 3 a 4 anos,,,,
22,Feminino,Branca,Não,TRUE,Bahia (BA),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,Databricks,Não sei opinar,Analista de BI/BI Analyst
32,Feminino,Branca,Não,TRUE,Sergipe (SE),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,,,,,
39,Masculino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Outras Engenharias,de 4 a 6 anos,Python,"Google BigQuery, Google Firestore, Firebase",Google Cloud (GCP),Cientista de Dados/Data Scientist
27,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outra opção,de 4 a 6 anos,,,,
28,Masculino,Parda,Não,TRUE,Pará (PA),Mestrado,Outra opção,,,,,
35,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,Google BigQuery,Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
18,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"MySQL, S3, MongoDB",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
44,Feminino,Parda,Não,TRUE,Bahia (BA),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,SQL SERVER,Não sei opinar,Estatístico
35,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
27,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,Google BigQuery,Amazon Web Services (AWS),Analista de Dados/Data Analyst
33,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,Python,SQL SERVER,Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Feminino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"SQL SERVER, Google BigQuery",Azure (Microsoft),Analista de BI/BI Analyst
30,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQL SERVER, PostgreSQL, Oracle, SQLite, MariaDB, MySQL, Elaticsearch",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,SQL SERVER,Azure (Microsoft),Outra Opção
,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, Microsoft Access, SQL SERVER",Google Cloud (GCP),Analista de Suporte/Analista Técnico
35,Masculino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Google BigQuery, MongoDB",Google Cloud (GCP),Analytics Engineer
36,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,R,"Microsoft Access, SAP HANA, Oracle",Azure (Microsoft),Analista de BI/BI Analyst
36,Masculino,Branca,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,de 3 a 4 anos,Python,"Snowflake, Presto, Amazon Athena, Amazon Redshift, S3",Azure (Microsoft),Analytics Engineer
27,Masculino,Preta,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Ciências Sociais,de 3 a 4 anos,Python,"MySQL, Google BigQuery",Google Cloud (GCP),Engenheiro de Machine Learning/ML Engineer
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,Oracle,Amazon Web Services (AWS),Analista de Negócios/Business Analyst
36,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"S3, Google BigQuery, Amazon Athena, Amazon Redshift",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
24,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,R,MySQL,Google Cloud (GCP),Cientista de Dados/Data Scientist
25,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,"Amazon Redshift, S3",Amazon Web Services (AWS),Analytics Engineer
34,Masculino,Preta,Não,TRUE,Goiás (GO),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"MongoDB, Snowflake, Amazon Athena, Hive, Firebird, S3, Databricks, MySQL, Cassandra, PostgreSQL",Amazon Web Services (AWS),Analytics Engineer
23,Masculino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Google Firestore, S3, Amazon Athena, PostgreSQL, Databricks, MySQL, Amazon Aurora ou RDS, Amazon Redshift, Google BigQuery, MongoDB, Hive, HBase, Redis, Oracle",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
36,Masculino,Branca,Não,TRUE,Paraíba (PB),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,R,Snowflake,Google Cloud (GCP),Analista de Dados/Data Analyst
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,"PostgreSQL, Amazon Redshift, MongoDB, Amazon Aurora ou RDS, Databricks, S3",Google Cloud (GCP),Analista de Dados/Data Analyst
35,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Outras Engenharias,de 7 a 10 anos,SQL,"Oracle, Amazon Redshift",Amazon Web Services (AWS),Analista de BI/BI Analyst
32,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Química / Física,de 3 a 4 anos,Python,"S3, Amazon Athena, Google BigQuery, Amazon Redshift, PostgreSQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
38,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,,,,
29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,"Google BigQuery, Amazon Redshift",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
24,Feminino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"S3, PostgreSQL, Amazon Redshift, Snowflake",Amazon Web Services (AWS),Analista de BI/BI Analyst
34,Masculino,Branca,Não,TRUE,Alagoas (AL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Oracle, PostgreSQL, MySQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
41,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outra opção,Menos de 1 ano,Python,SAP,Azure (Microsoft),Outra Opção
38,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Menos de 1 ano,,,,
36,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, Google BigQuery, MongoDB",Google Cloud (GCP),Cientista de Dados/Data Scientist
36,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQL SERVER, Databricks",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Masculino,Parda,Não,TRUE,Distrito Federal (DF),Graduação/Bacharelado,Outra opção,de 4 a 6 anos,Python,"SQL SERVER, Amazon Aurora ou RDS, DynamoDB, SAP HANA, MySQL, PostgreSQL, Firebase, S3",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
19,Feminino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Hive, MySQL, Databricks, DB2",Não sei opinar,Analista de Dados/Data Analyst
23,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,Azure,Azure (Microsoft),Cientista de Dados/Data Scientist
34,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,,,,
26,Masculino,Branca,Não,TRUE,Paraná (PR),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,Não uso,Google Cloud (GCP),Outra Opção
22,Masculino,Parda,Não,TRUE,Alagoas (AL),Estudante de Graduação,Outras Engenharias,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
47,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Oracle, MySQL, MongoDB, SQL SERVER",Amazon Web Services (AWS),Analista de Dados/Data Analyst
23,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, Hive, HBase",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Google BigQuery, Google Firestore",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
37,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 7 a 10 anos,Python,"Amazon Athena, SQL SERVER, Amazon Redshift, S3, Databricks, PostgreSQL, Oracle",Azure (Microsoft),Analista de Dados/Data Analyst
24,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"SQL SERVER, Microsoft Access, SQLite",Não sei opinar,Analista de BI/BI Analyst
28,Masculino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,Google BigQuery,Google Cloud (GCP),Cientista de Dados/Data Scientist
38,Masculino,Parda,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Outras Engenharias,de 4 a 6 anos,Python,"PostgreSQL, Azure",Google Cloud (GCP),Cientista de Dados/Data Scientist
27,Masculino,Parda,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,Python,"Google BigQuery, MySQL",Google Cloud (GCP),Analista de Dados/Data Analyst
34,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,SQL SERVER,Azure (Microsoft),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
41,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
29,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,R,"PostgreSQL, SQL SERVER, MongoDB, SAP HANA, Google BigQuery, Amazon Redshift, S3, MySQL, Hive, DynamoDB, Amazon Athena",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,SQL SERVER,Azure (Microsoft),Analista de Negócios/Business Analyst
33,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,Não tenho experiência na área de dados,Python,SQL SERVER,Azure (Microsoft),Outra Opção
36,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Databricks, SQL SERVER",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
27,Masculino,Branca,Não,FALSE,,Não tenho graduação formal,,de 1 a 2 anos,Python,"Amazon Redshift, S3, SQLite, MySQL, PostgreSQL",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
37,Feminino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Google BigQuery, MySQL, SQL SERVER",Google Cloud (GCP),Analista de Dados/Data Analyst
25,Feminino,Preta,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
32,Masculino,Branca,Não,TRUE,Pernambuco (PE),Pós-graduação,Outras Engenharias,Menos de 1 ano,,,,
41,Masculino,Preta,Não,TRUE,Espírito Santo (ES),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,Python,"Microsoft Access, SQL SERVER",Amazon Web Services (AWS),Analista de Suporte/Analista Técnico
29,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,de 1 a 2 anos,Python,"Databricks, Splunk, Google BigQuery, Datomic, DynamoDB, S3",Google Cloud (GCP),Engenheiro de Machine Learning/ML Engineer
